T2M,RH2M,PRECTOTCORR,WS2M,GWETTOP,GWETROOT,GWETPROF,Date
39.08,13.94,0.0,1.89,0.12,0.37,0.37,20160520
40.3,13.25,0.0,1.54,0.11,0.37,0.37,20160521
40.69,14.94,0.0,1.7,0.11,0.37,0.37,20160522
38.32,20.31,3.43,1.98,0.16,0.37,0.38,20160523
33.24,41.62,8.49,2.69,0.4,0.38,0.38,20160524
33.13,34.12,0.07,1.71,0.32,0.38,0.38,20160525
35.89,24.81,0.0,1.23,0.28,0.38,0.38,20160526
36.57,24.19,0.01,2.37,0.24,0.38,0.38,20160527
36.71,24.44,0.0,1.87,0.22,0.38,0.38,20160528
37.49,28.81,6.56,1.95,0.26,0.38,0.38,20160529
33.88,44.94,3.06,2.02,0.4,0.39,0.38,20160530
35.07,36.31,0.2,1.42,0.31,0.38,0.38,20160531
37.01,30.25,0.0,1.89,0.28,0.38,0.38,20160601
37.49,26.19,0.05,2.67,0.25,0.38,0.38,20160602
37.45,23.12,0.0,1.59,0.23,0.38,0.38,20160603
38.78,22.75,0.0,2.54,0.2,0.38,0.38,20160604
39.3,16.75,0.0,1.75,0.18,0.37,0.38,20160605
39.22,15.81,0.05,1.79,0.16,0.37,0.38,20160606
38.82,14.56,0.22,2.19,0.16,0.37,0.38,20160607
38.36,17.69,0.01,2.19,0.15,0.37,0.38,20160608
38.73,18.06,1.3,1.91,0.18,0.37,0.38,20160609
39.3,17.62,0.03,1.17,0.16,0.37,0.38,20160610
38.82,18.19,0.96,1.25,0.19,0.37,0.38,20160611
38.64,28.31,0.02,2.51,0.17,0.37,0.38,20160612
38.49,27.75,0.53,2.73,0.17,0.37,0.38,20160613
38.61,29.75,3.76,2.46,0.23,0.38,0.38,20160614
38.48,30.81,0.8,2.66,0.27,0.38,0.38,20160615
36.98,35.62,6.87,2.38,0.34,0.38,0.38,20160616
34.65,48.5,23.08,1.39,0.5,0.42,0.41,20160617
36.76,35.81,0.01,1.34,0.36,0.41,0.41,20160618
36.71,36.12,0.0,1.77,0.34,0.41,0.41,20160619
37.08,35.06,0.03,1.2,0.33,0.4,0.4,20160620
36.4,40.38,3.97,1.75,0.38,0.4,0.4,20160621
33.45,55.06,32.37,1.38,0.55,0.44,0.43,20160622
34.59,50.06,0.26,1.17,0.41,0.45,0.44,20160623
36.06,39.62,0.0,1.16,0.37,0.44,0.44,20160624
37.65,34.69,0.0,1.51,0.36,0.44,0.43,20160625
37.4,35.75,0.15,1.51,0.35,0.43,0.43,20160626
37.15,40.0,0.55,1.36,0.36,0.42,0.42,20160627
35.06,49.06,9.5,1.22,0.44,0.43,0.43,20160628
36.3,44.56,0.0,0.72,0.38,0.43,0.42,20160629
37.31,39.25,0.0,1.3,0.35,0.42,0.42,20160630
37.74,37.06,2.44,1.39,0.37,0.42,0.42,20160701
34.75,53.56,18.64,2.91,0.49,0.44,0.43,20160702
32.95,60.94,3.2,1.86,0.45,0.45,0.44,20160703
35.08,49.0,0.0,1.18,0.38,0.44,0.44,20160704
36.07,47.44,2.37,1.1,0.39,0.44,0.43,20160705
36.33,49.06,11.6,0.93,0.47,0.45,0.45,20160706
36.69,43.81,2.38,0.93,0.41,0.45,0.45,20160707
37.68,39.94,0.25,0.92,0.38,0.45,0.44,20160708
36.53,43.19,4.82,1.23,0.41,0.45,0.44,20160709
35.33,45.94,2.63,0.8,0.41,0.44,0.44,20160710
35.3,45.25,0.06,1.32,0.38,0.44,0.43,20160711
34.06,53.88,9.69,1.88,0.46,0.45,0.44,20160712
34.92,51.5,3.43,1.44,0.41,0.45,0.44,20160713
36.35,45.69,1.13,1.86,0.39,0.45,0.44,20160714
34.14,60.25,23.4,1.41,0.52,0.46,0.45,20160715
32.87,65.56,17.57,2.11,0.55,0.48,0.47,20160716
30.8,71.25,14.96,1.48,0.57,0.51,0.49,20160717
32.94,59.81,0.74,0.77,0.48,0.51,0.49,20160718
34.21,48.69,0.01,1.26,0.44,0.5,0.49,20160719
35.26,43.06,0.02,1.25,0.42,0.49,0.48,20160720
36.64,40.56,0.02,1.25,0.41,0.48,0.48,20160721
36.34,42.69,0.92,1.18,0.41,0.48,0.47,20160722
32.14,59.62,20.4,2.54,0.54,0.49,0.48,20160723
32.8,56.31,3.03,1.43,0.48,0.5,0.49,20160724
33.81,52.12,1.21,1.34,0.45,0.5,0.48,20160725
34.45,50.94,1.02,1.87,0.43,0.49,0.48,20160726
31.22,69.19,26.87,3.29,0.59,0.51,0.49,20160727
29.35,73.94,9.27,1.1,0.58,0.54,0.52,20160728
31.76,63.25,2.25,1.15,0.5,0.53,0.52,20160729
31.95,63.94,7.26,1.59,0.53,0.53,0.52,20160730
32.43,61.12,0.8,1.24,0.48,0.52,0.52,20160731
33.69,55.81,0.28,1.1,0.46,0.52,0.51,20160801
31.71,62.44,10.94,2.22,0.52,0.52,0.51,20160802
32.49,60.0,0.4,1.05,0.48,0.52,0.51,20160803
34.48,53.5,0.34,0.61,0.45,0.52,0.5,20160804
31.94,61.44,1.88,1.44,0.47,0.51,0.5,20160805
30.41,69.69,12.51,2.77,0.54,0.52,0.5,20160806
28.13,79.56,9.19,1.84,0.56,0.53,0.52,20160807
30.46,73.56,4.88,1.34,0.54,0.53,0.52,20160808
31.89,65.94,6.21,0.89,0.54,0.53,0.52,20160809
30.89,72.0,15.02,1.55,0.59,0.55,0.53,20160810
30.65,72.38,7.73,1.12,0.58,0.55,0.54,20160811
31.72,65.62,6.45,0.69,0.57,0.55,0.54,20160812
32.83,56.88,0.18,0.73,0.52,0.55,0.53,20160813
33.23,55.0,0.15,0.84,0.49,0.54,0.52,20160814
33.05,56.88,3.18,1.14,0.5,0.53,0.52,20160815
33.15,54.38,2.25,1.02,0.5,0.53,0.52,20160816
32.79,51.56,0.14,1.12,0.47,0.52,0.51,20160817
32.51,54.12,4.91,0.55,0.51,0.52,0.51,20160818
33.51,51.19,0.0,1.19,0.46,0.52,0.5,20160819
33.01,53.31,0.05,1.06,0.45,0.51,0.5,20160820
32.48,59.56,3.24,0.62,0.47,0.5,0.49,20160821
32.69,57.25,0.51,1.09,0.45,0.5,0.49,20160822
32.64,55.06,0.79,0.73,0.44,0.49,0.48,20160823
31.88,58.25,2.43,1.56,0.45,0.49,0.48,20160824
29.08,76.56,36.3,1.1,0.63,0.53,0.52,20160825
31.15,67.69,6.3,0.66,0.55,0.55,0.53,20160826
29.45,76.56,21.3,1.4,0.62,0.56,0.54,20160827
28.55,78.56,4.96,0.58,0.59,0.58,0.55,20160828
29.22,71.69,2.46,0.97,0.56,0.57,0.55,20160829
29.5,69.44,2.02,0.93,0.55,0.56,0.55,20160830
30.39,64.12,0.25,0.77,0.52,0.55,0.54,20160831
30.14,65.38,5.45,0.67,0.55,0.55,0.54,20160901
30.28,59.81,0.02,1.2,0.52,0.55,0.53,20160902
30.42,53.12,0.0,1.48,0.49,0.54,0.52,20160903
30.47,53.56,0.0,1.58,0.48,0.53,0.52,20160904
30.94,53.69,0.12,1.4,0.47,0.52,0.52,20160905
31.03,54.94,0.16,1.41,0.46,0.52,0.51,20160906
30.92,54.94,0.0,1.4,0.45,0.51,0.5,20160907
31.12,52.31,0.0,1.64,0.45,0.5,0.49,20160908
31.17,49.31,0.0,1.95,0.43,0.5,0.49,20160909
30.98,48.94,0.92,1.53,0.44,0.49,0.48,20160910
31.31,49.88,1.17,1.88,0.43,0.48,0.48,20160911
31.2,49.25,0.4,1.26,0.43,0.48,0.48,20160912
31.31,49.31,0.04,0.98,0.41,0.48,0.47,20160913
30.34,55.75,4.58,1.09,0.46,0.48,0.47,20160914
30.69,50.19,0.0,0.84,0.42,0.48,0.47,20160915
31.34,45.88,0.0,0.92,0.41,0.47,0.46,20160916
31.93,44.81,0.0,0.89,0.41,0.47,0.46,20160917
31.67,44.62,0.0,0.94,0.4,0.46,0.45,20160918
31.69,45.0,0.01,1.02,0.39,0.45,0.45,20160919
32.1,47.81,1.19,0.77,0.41,0.45,0.45,20160920
31.62,47.06,0.06,1.26,0.39,0.45,0.45,20160921
29.29,55.06,7.71,1.29,0.47,0.45,0.45,20160922
29.37,54.31,1.8,1.02,0.43,0.46,0.45,20160923
30.82,47.12,0.16,0.92,0.41,0.45,0.45,20160924
30.52,45.88,0.0,0.87,0.4,0.45,0.45,20160925
30.37,44.19,0.05,0.93,0.39,0.45,0.44,20160926
29.96,45.19,0.0,1.03,0.39,0.45,0.44,20160927
30.27,46.25,0.0,0.82,0.38,0.44,0.44,20160928
30.09,45.62,0.0,1.02,0.38,0.44,0.43,20160929
30.65,44.0,0.0,0.88,0.38,0.43,0.43,20160930
30.4,47.44,0.0,1.01,0.38,0.43,0.43,20161001
31.52,43.81,0.01,1.04,0.38,0.43,0.42,20161002
31.57,39.19,0.0,1.04,0.37,0.42,0.42,20161003
30.51,41.88,0.0,1.2,0.37,0.42,0.42,20161004
30.22,45.62,0.0,1.38,0.36,0.42,0.41,20161005
29.49,46.69,0.33,0.8,0.36,0.41,0.41,20161006
29.85,43.19,0.0,0.96,0.35,0.41,0.41,20161007
29.8,37.62,0.0,0.8,0.34,0.41,0.41,20161008
29.16,36.06,0.0,0.91,0.34,0.41,0.41,20161009
28.32,36.12,0.0,1.13,0.33,0.41,0.41,20161010
28.06,30.75,0.0,1.33,0.32,0.41,0.41,20161011
28.06,23.5,0.0,1.22,0.31,0.41,0.4,20161012
27.38,20.25,0.0,1.23,0.3,0.4,0.4,20161013
27.17,23.19,0.0,1.1,0.3,0.4,0.4,20161014
27.65,21.12,0.0,1.29,0.3,0.4,0.4,20161015
27.8,22.81,0.0,0.82,0.29,0.4,0.4,20161016
27.65,24.75,0.0,0.9,0.29,0.39,0.39,20161017
27.37,22.62,0.0,0.84,0.28,0.39,0.39,20161018
26.73,24.69,0.0,0.88,0.28,0.39,0.39,20161019
27.58,26.38,0.0,0.56,0.27,0.39,0.39,20161020
27.37,26.0,0.0,0.59,0.27,0.39,0.39,20161021
26.53,27.62,0.0,0.98,0.27,0.39,0.39,20161022
25.33,27.0,0.0,1.61,0.27,0.38,0.38,20161023
25.93,21.0,0.0,0.98,0.26,0.38,0.38,20161024
25.17,24.25,0.0,1.11,0.25,0.38,0.38,20161025
26.13,22.12,0.0,0.88,0.25,0.38,0.38,20161026
24.55,24.56,0.0,1.59,0.24,0.38,0.38,20161027
24.27,22.5,0.0,1.47,0.24,0.38,0.38,20161028
23.83,18.88,0.0,1.3,0.23,0.38,0.38,20161029
20.6,26.12,0.0,1.07,0.23,0.38,0.38,20161030
21.97,25.25,0.0,0.91,0.23,0.38,0.38,20161031
23.11,24.88,0.0,0.69,0.23,0.38,0.38,20161101
21.91,28.81,0.0,1.02,0.23,0.38,0.38,20161102
22.06,33.44,0.0,0.8,0.23,0.38,0.38,20161103
22.6,31.69,0.0,1.04,0.22,0.38,0.38,20161104
22.37,31.94,0.0,1.09,0.22,0.38,0.38,20161105
21.94,27.25,0.0,0.77,0.22,0.38,0.38,20161106
20.69,28.19,0.0,1.73,0.21,0.38,0.38,20161107
20.99,23.38,0.0,1.94,0.21,0.38,0.38,20161108
22.05,17.44,0.0,1.36,0.2,0.38,0.38,20161109
23.17,14.19,0.0,0.82,0.2,0.38,0.38,20161110
20.94,20.25,0.0,1.51,0.2,0.38,0.38,20161111
20.45,26.56,0.27,1.32,0.2,0.38,0.38,20161112
20.52,29.69,0.9,1.38,0.23,0.38,0.38,20161113
19.43,29.31,0.0,1.41,0.23,0.38,0.38,20161114
19.05,28.44,0.0,1.42,0.22,0.38,0.38,20161115
18.76,26.19,0.0,1.47,0.21,0.38,0.38,20161116
18.16,24.94,0.0,2.0,0.21,0.38,0.38,20161117
18.51,22.56,0.0,1.81,0.2,0.38,0.38,20161118
21.12,18.25,0.0,1.13,0.2,0.38,0.38,20161119
19.44,24.25,0.0,1.48,0.2,0.38,0.38,20161120
20.69,24.75,0.0,1.47,0.2,0.38,0.38,20161121
21.19,25.56,0.0,0.9,0.19,0.38,0.38,20161122
20.12,24.38,0.0,1.5,0.19,0.37,0.38,20161123
19.89,23.56,0.0,1.7,0.18,0.37,0.38,20161124
20.76,25.75,0.0,2.45,0.18,0.37,0.38,20161125
21.29,31.25,0.0,1.98,0.17,0.37,0.38,20161126
20.41,22.81,0.0,2.26,0.17,0.37,0.38,20161127
19.33,15.88,0.0,2.21,0.16,0.37,0.38,20161128
22.23,12.31,0.0,0.66,0.16,0.37,0.38,20161129
20.44,16.06,0.0,1.16,0.16,0.37,0.38,20161130
19.3,24.0,0.0,1.22,0.16,0.37,0.38,20161201
17.83,27.44,0.0,1.65,0.15,0.37,0.38,20161202
19.09,19.75,0.0,1.23,0.15,0.37,0.38,20161203
19.57,21.06,0.0,1.3,0.15,0.37,0.38,20161204
19.19,22.69,0.0,1.44,0.15,0.37,0.38,20161205
19.88,23.12,0.0,1.05,0.14,0.37,0.38,20161206
20.82,23.62,0.0,0.98,0.14,0.37,0.38,20161207
18.87,29.0,0.0,1.02,0.14,0.37,0.38,20161208
18.51,31.62,0.0,1.04,0.14,0.37,0.38,20161209
18.31,34.38,0.0,2.1,0.14,0.37,0.38,20161210
18.94,34.44,0.0,1.28,0.14,0.37,0.38,20161211
17.69,33.69,0.0,1.09,0.14,0.37,0.38,20161212
16.92,34.31,0.0,1.38,0.14,0.37,0.38,20161213
16.27,31.75,0.0,1.66,0.14,0.37,0.38,20161214
16.52,24.62,0.0,1.67,0.14,0.37,0.38,20161215
16.5,26.31,0.0,0.77,0.13,0.37,0.38,20161216
15.23,31.88,0.0,1.45,0.13,0.37,0.38,20161217
16.24,28.56,0.0,1.51,0.13,0.37,0.38,20161218
16.33,28.88,0.0,1.59,0.13,0.37,0.38,20161219
16.1,29.88,0.0,2.28,0.13,0.37,0.38,20161220
15.44,25.94,0.0,1.98,0.13,0.37,0.37,20161221
17.15,18.0,0.0,1.7,0.13,0.37,0.37,20161222
18.69,18.12,0.0,0.84,0.13,0.37,0.37,20161223
17.58,20.31,0.0,0.9,0.13,0.37,0.37,20161224
15.07,18.38,0.0,1.68,0.12,0.37,0.37,20161225
14.17,16.12,0.01,2.02,0.12,0.37,0.37,20161226
16.69,15.25,0.0,1.18,0.12,0.37,0.37,20161227
18.08,14.69,0.0,1.11,0.12,0.37,0.37,20161228
18.11,18.12,0.0,1.15,0.12,0.37,0.37,20161229
14.39,27.38,0.0,1.58,0.12,0.37,0.37,20161230
13.87,31.0,0.0,1.34,0.12,0.37,0.37,20161231
14.8,40.38,0.0,0.95,0.12,0.37,0.37,20170101
15.59,43.44,0.0,1.02,0.12,0.37,0.37,20170102
15.58,37.38,0.01,1.11,0.12,0.37,0.37,20170103
16.3,46.25,0.04,1.28,0.12,0.37,0.37,20170104
16.87,46.0,0.16,1.15,0.12,0.37,0.37,20170105
14.94,51.44,1.99,1.23,0.16,0.37,0.38,20170106
13.54,59.88,1.02,1.05,0.23,0.38,0.38,20170107
11.94,56.88,0.23,1.0,0.23,0.38,0.38,20170108
9.5,38.44,0.0,1.79,0.23,0.38,0.38,20170109
8.73,27.94,0.0,2.07,0.22,0.38,0.38,20170110
9.43,26.44,0.0,1.78,0.22,0.38,0.38,20170111
10.44,21.88,0.0,1.23,0.21,0.38,0.38,20170112
10.96,21.81,0.0,1.04,0.21,0.38,0.38,20170113
8.69,43.38,0.05,2.23,0.21,0.38,0.38,20170114
10.7,63.94,9.15,1.32,0.27,0.38,0.38,20170115
10.55,74.62,3.37,1.45,0.48,0.4,0.39,20170116
10.63,62.0,0.05,1.51,0.4,0.4,0.39,20170117
10.98,57.5,0.05,1.2,0.38,0.4,0.39,20170118
9.87,65.81,0.0,1.98,0.38,0.39,0.39,20170119
10.71,52.62,0.0,1.65,0.38,0.39,0.39,20170120
11.63,40.31,0.0,0.87,0.38,0.39,0.39,20170121
13.64,38.19,0.08,1.12,0.38,0.39,0.39,20170122
13.83,38.0,0.0,1.32,0.37,0.39,0.39,20170123
13.08,64.94,0.72,1.95,0.37,0.39,0.39,20170124
12.41,94.88,16.68,1.64,0.52,0.41,0.4,20170125
11.28,96.75,20.43,1.21,0.57,0.44,0.43,20170126
12.78,76.88,0.47,1.13,0.47,0.46,0.45,20170127
13.9,60.5,0.0,1.34,0.43,0.46,0.45,20170128
15.26,54.56,0.0,1.61,0.41,0.45,0.45,20170129
15.76,55.5,0.29,1.05,0.41,0.45,0.45,20170130
15.57,64.38,0.55,1.81,0.42,0.45,0.45,20170131
15.12,52.44,0.0,1.3,0.41,0.45,0.45,20170201
15.55,45.19,0.0,0.82,0.41,0.45,0.45,20170202
14.08,51.19,0.0,0.81,0.41,0.45,0.44,20170203
16.26,52.19,4.31,3.63,0.42,0.45,0.44,20170204
14.95,68.19,3.15,1.79,0.48,0.45,0.45,20170205
12.23,57.56,0.04,1.34,0.42,0.45,0.45,20170206
13.82,52.31,0.0,1.34,0.41,0.45,0.45,20170207
15.87,43.44,0.0,1.16,0.41,0.45,0.45,20170208
14.37,44.5,0.0,1.68,0.41,0.45,0.45,20170209
14.01,48.5,0.0,1.72,0.41,0.45,0.44,20170210
15.58,37.44,0.0,1.2,0.41,0.45,0.44,20170211
16.15,34.06,0.0,0.86,0.4,0.45,0.44,20170212
15.71,41.81,0.0,1.56,0.4,0.44,0.44,20170213
15.64,47.19,0.0,1.55,0.4,0.44,0.44,20170214
19.47,45.94,0.0,1.12,0.4,0.44,0.43,20170215
20.87,48.56,0.0,1.27,0.39,0.44,0.43,20170216
20.6,53.19,0.0,1.79,0.39,0.43,0.43,20170217
19.73,59.19,0.0,1.53,0.39,0.43,0.43,20170218
21.73,51.88,0.07,1.77,0.39,0.43,0.42,20170219
20.11,51.44,0.32,1.29,0.39,0.43,0.42,20170220
18.29,38.12,0.19,1.26,0.39,0.42,0.42,20170221
16.73,35.12,0.02,1.55,0.38,0.42,0.42,20170222
15.89,36.19,0.0,2.06,0.38,0.42,0.42,20170223
16.52,33.38,0.0,2.23,0.38,0.42,0.41,20170224
17.19,38.81,0.0,1.66,0.38,0.41,0.41,20170225
18.5,39.56,0.0,1.88,0.38,0.41,0.41,20170226
19.97,31.81,0.0,1.09,0.38,0.41,0.41,20170227
19.87,33.5,0.01,1.02,0.38,0.41,0.41,20170228
18.98,45.38,0.56,1.6,0.38,0.41,0.41,20170301
18.22,43.5,0.0,1.6,0.38,0.41,0.41,20170302
17.38,44.25,0.0,1.61,0.37,0.41,0.41,20170303
17.76,36.44,0.0,1.85,0.37,0.41,0.41,20170304
17.82,37.94,0.0,2.12,0.37,0.4,0.4,20170305
19.55,35.0,0.0,1.55,0.36,0.4,0.4,20170306
18.45,52.62,0.46,1.33,0.37,0.4,0.4,20170307
18.23,57.88,3.0,1.16,0.4,0.4,0.4,20170308
16.73,63.0,9.82,1.73,0.48,0.41,0.41,20170309
15.54,58.81,3.15,1.48,0.42,0.42,0.41,20170310
16.26,41.19,0.0,1.02,0.4,0.42,0.41,20170311
16.67,33.38,0.21,0.95,0.38,0.41,0.41,20170312
16.94,31.06,0.0,1.66,0.38,0.41,0.41,20170313
18.3,29.81,0.0,0.88,0.38,0.41,0.41,20170314
17.73,38.81,0.0,1.63,0.38,0.41,0.41,20170315
19.1,47.38,0.01,2.02,0.38,0.41,0.41,20170316
21.07,41.19,0.0,1.33,0.37,0.41,0.41,20170317
22.05,36.88,0.0,1.25,0.37,0.41,0.41,20170318
22.69,35.62,0.0,1.28,0.36,0.41,0.4,20170319
24.31,32.19,0.0,1.8,0.35,0.4,0.4,20170320
25.28,31.56,0.0,1.48,0.34,0.4,0.4,20170321
25.03,39.31,0.0,1.27,0.34,0.4,0.4,20170322
24.59,45.88,0.0,2.05,0.33,0.39,0.39,20170323
24.69,33.31,0.0,2.02,0.32,0.39,0.39,20170324
25.9,30.19,0.0,2.09,0.3,0.39,0.39,20170325
27.44,34.44,0.0,2.47,0.3,0.39,0.39,20170326
29.49,30.88,0.0,1.62,0.28,0.38,0.38,20170327
30.23,29.0,0.0,1.6,0.27,0.38,0.38,20170328
29.88,32.12,0.0,2.16,0.27,0.38,0.38,20170329
29.62,29.5,0.0,2.09,0.25,0.38,0.38,20170330
30.97,34.62,0.0,1.69,0.24,0.38,0.38,20170331
29.92,26.88,0.0,1.93,0.23,0.38,0.38,20170401
29.27,24.12,0.0,2.12,0.23,0.38,0.38,20170402
30.74,19.88,0.08,1.23,0.22,0.38,0.38,20170403
29.23,28.94,0.99,2.05,0.22,0.38,0.38,20170404
28.04,44.25,11.77,3.39,0.28,0.38,0.38,20170405
25.06,53.19,0.38,2.73,0.44,0.4,0.39,20170406
24.15,38.75,0.0,1.59,0.36,0.39,0.39,20170407
22.76,33.06,0.03,2.56,0.34,0.39,0.39,20170408
22.55,25.75,0.0,2.86,0.33,0.38,0.38,20170409
24.73,25.12,0.0,2.9,0.31,0.38,0.38,20170410
26.71,25.88,0.0,2.81,0.3,0.38,0.38,20170411
28.78,22.81,0.0,2.8,0.27,0.38,0.38,20170412
30.15,20.44,0.0,1.28,0.26,0.38,0.38,20170413
32.23,20.25,0.0,1.23,0.23,0.38,0.38,20170414
32.26,21.19,0.0,2.34,0.22,0.38,0.38,20170415
33.21,18.5,0.0,1.62,0.2,0.38,0.38,20170416
34.94,14.88,0.0,1.16,0.19,0.38,0.38,20170417
35.21,14.5,0.0,1.98,0.17,0.37,0.38,20170418
35.38,13.44,0.0,2.41,0.16,0.37,0.38,20170419
36.33,15.0,0.0,0.88,0.16,0.37,0.38,20170420
35.84,23.0,0.45,2.02,0.16,0.37,0.38,20170421
32.99,34.75,7.45,1.97,0.3,0.38,0.38,20170422
28.54,46.0,7.01,3.17,0.43,0.39,0.38,20170423
27.75,39.62,0.04,1.74,0.38,0.39,0.38,20170424
28.9,32.62,0.0,2.64,0.32,0.38,0.38,20170425
30.3,26.94,0.0,1.27,0.3,0.38,0.38,20170426
31.29,28.12,0.49,1.12,0.28,0.38,0.38,20170427
32.57,24.75,0.0,1.17,0.26,0.38,0.38,20170428
32.27,25.38,0.16,1.34,0.23,0.38,0.38,20170429
30.87,27.81,1.17,1.74,0.26,0.38,0.38,20170430
31.71,18.06,0.02,1.38,0.23,0.38,0.38,20170501
30.9,20.12,0.0,1.85,0.21,0.38,0.38,20170502
28.17,37.75,0.0,1.97,0.2,0.38,0.38,20170503
30.47,32.94,0.0,2.2,0.2,0.38,0.38,20170504
33.15,19.75,0.0,2.33,0.18,0.37,0.38,20170505
34.62,18.69,0.0,1.76,0.17,0.37,0.38,20170506
36.01,17.5,0.0,1.95,0.16,0.37,0.38,20170507
36.09,18.94,0.0,1.35,0.15,0.37,0.38,20170508
36.88,16.0,0.0,1.39,0.14,0.37,0.38,20170509
36.01,16.38,0.0,1.62,0.13,0.37,0.37,20170510
35.63,19.06,0.01,1.59,0.12,0.37,0.37,20170511
35.44,20.75,0.0,1.49,0.12,0.37,0.37,20170512
36.65,20.19,0.01,2.08,0.12,0.37,0.37,20170513
37.14,18.44,0.0,1.55,0.12,0.37,0.37,20170514
37.48,19.06,0.14,1.59,0.12,0.37,0.37,20170515
35.12,24.88,1.69,2.07,0.17,0.37,0.38,20170516
34.35,26.0,0.69,2.12,0.19,0.37,0.38,20170517
35.04,25.88,0.0,1.61,0.18,0.37,0.38,20170518
36.75,22.0,0.0,0.91,0.16,0.37,0.38,20170519
36.48,22.62,1.48,1.3,0.2,0.38,0.38,20170520
32.5,41.12,15.8,1.7,0.38,0.38,0.38,20170521
31.4,45.69,0.54,1.06,0.4,0.4,0.39,20170522
33.79,35.5,0.0,0.98,0.34,0.39,0.39,20170523
36.0,28.0,0.0,0.97,0.3,0.38,0.38,20170524
36.83,25.5,0.0,1.64,0.28,0.38,0.38,20170525
38.16,20.25,0.0,1.88,0.26,0.38,0.38,20170526
38.94,15.62,0.01,1.3,0.23,0.38,0.38,20170527
37.32,18.94,0.0,2.09,0.21,0.38,0.38,20170528
36.57,22.12,0.97,2.05,0.23,0.38,0.38,20170529
36.0,27.19,0.04,1.66,0.21,0.38,0.38,20170530
35.76,27.06,2.49,1.58,0.27,0.38,0.38,20170531
34.4,26.25,0.05,1.59,0.23,0.38,0.38,20170601
36.02,20.75,0.0,1.61,0.2,0.38,0.38,20170602
38.57,18.44,0.0,2.3,0.18,0.37,0.38,20170603
40.16,14.75,0.0,2.14,0.16,0.37,0.38,20170604
39.91,20.44,0.0,3.56,0.15,0.37,0.38,20170605
39.88,24.81,0.0,3.3,0.14,0.37,0.38,20170606
36.05,36.38,8.15,1.99,0.29,0.38,0.38,20170607
34.23,40.56,3.12,1.7,0.34,0.38,0.38,20170608
31.72,51.0,20.93,1.29,0.5,0.41,0.4,20170609
34.31,40.12,0.01,1.17,0.38,0.41,0.41,20170610
34.06,37.38,4.04,1.52,0.4,0.41,0.41,20170611
33.55,36.75,0.0,1.71,0.34,0.41,0.4,20170612
35.72,32.44,0.0,1.49,0.33,0.4,0.4,20170613
37.72,26.81,0.03,1.27,0.32,0.39,0.39,20170614
36.76,33.75,1.41,1.53,0.34,0.39,0.39,20170615
36.93,38.12,2.57,1.31,0.36,0.39,0.39,20170616
36.72,36.5,0.98,1.77,0.33,0.39,0.39,20170617
34.95,48.19,16.92,1.39,0.46,0.41,0.4,20170618
36.15,44.62,2.36,1.69,0.39,0.41,0.41,20170619
33.98,51.69,12.09,1.81,0.47,0.42,0.41,20170620
30.06,64.62,19.81,1.17,0.54,0.45,0.44,20170621
31.83,50.88,0.41,1.12,0.41,0.45,0.44,20170622
33.29,43.31,0.23,1.06,0.38,0.45,0.44,20170623
34.69,42.19,0.0,1.44,0.37,0.44,0.43,20170624
35.73,38.88,0.0,1.45,0.36,0.43,0.43,20170625
36.65,39.5,0.04,1.84,0.35,0.43,0.42,20170626
36.19,45.06,2.22,1.88,0.38,0.42,0.42,20170627
32.88,58.38,18.94,1.7,0.5,0.45,0.44,20170628
29.18,73.69,27.5,1.91,0.58,0.48,0.46,20170629
30.93,67.88,3.31,1.57,0.48,0.49,0.48,20170630
33.14,59.0,0.19,0.76,0.43,0.48,0.48,20170701
35.03,50.06,1.46,1.14,0.42,0.48,0.47,20170702
34.51,49.94,6.13,1.34,0.45,0.48,0.47,20170703
36.27,43.88,1.55,1.13,0.42,0.48,0.47,20170704
36.03,46.69,2.77,1.48,0.43,0.48,0.47,20170705
36.15,43.31,0.18,1.05,0.4,0.47,0.46,20170706
32.98,53.44,5.0,1.58,0.45,0.47,0.46,20170707
34.9,45.44,0.0,1.32,0.4,0.46,0.46,20170708
36.09,41.81,0.57,1.56,0.39,0.46,0.45,20170709
36.61,39.06,0.15,2.29,0.38,0.45,0.45,20170710
34.43,50.5,14.65,1.55,0.48,0.46,0.45,20170711
30.83,68.81,29.04,2.45,0.59,0.5,0.48,20170712
31.91,62.88,2.89,1.2,0.49,0.52,0.5,20170713
33.62,54.06,0.27,0.7,0.45,0.5,0.49,20170714
34.59,50.38,0.23,1.08,0.43,0.49,0.48,20170715
34.12,55.75,2.66,1.66,0.45,0.49,0.48,20170716
34.51,54.19,1.66,1.46,0.44,0.48,0.48,20170717
32.33,64.81,12.04,1.78,0.52,0.49,0.48,20170718
33.48,59.38,0.16,0.73,0.45,0.5,0.48,20170719
34.19,54.62,0.02,1.26,0.43,0.49,0.48,20170720
33.81,53.0,3.13,1.12,0.45,0.48,0.48,20170721
33.2,54.0,3.06,1.69,0.45,0.48,0.48,20170722
32.29,60.38,3.35,1.37,0.45,0.48,0.48,20170723
32.85,59.25,1.37,1.38,0.44,0.48,0.47,20170724
33.55,55.75,1.55,1.38,0.42,0.48,0.47,20170725
33.37,56.62,1.34,1.47,0.42,0.47,0.47,20170726
33.8,54.19,8.28,1.33,0.46,0.48,0.47,20170727
31.83,66.62,21.3,1.91,0.57,0.5,0.48,20170728
31.96,62.94,5.54,2.01,0.51,0.51,0.49,20170729
